System,PVREAD,LANGN,AGE,PAREDINT,EFFORT1,DURECEC,ESCS,JOYREAD,DISCLIMA,TEACHSUP,CLSIZE,STAFFSHORT,EDUSHORT,TOTAT,STRATIO
Israel Hebrew Secular,614.3698,422,15.92,16,8,5,0.8516,-0.7077,-0.3697,-0.0037,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,707.7912,422,15.25,16,10,4,1.6864,0.0127,-0.0424,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,405.7163,422,15.25,12,NA,3,-1.2463,-2.7114,-1.0963,-0.5973,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,671.1248,422,15.67,16,8,NA,0.8901,2.6131,-1.0963,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,605.5498,422,15.5,16,9,3,1.2961,0.4627,-1.1784,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,404.8959,422,15.42,16,9,NA,0.7245,-1.1798,1.0832,1.314,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,384.8199,422,16.08,16,9,1,-0.4034,0.0127,-0.0424,-0.4377,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,478.3219,422,15.42,16,9,NA,0.5811,-0.2406,-0.5708,-1.5925,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,283.1695,825,15.83,12,1,5,-0.1204,0.611,-0.7823,-0.7659,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,497.5793,422,15.25,16,NA,3,0.5928,-0.5262,-0.0424,-0.2023,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,523.2059,422,16,12,8,2,-0.629,-1.1285,-1.0963,-0.9422,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,388.4633,422,15.33,12,7,5,-1.0365,-1.3214,0.2108,-0.3673,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,441.7294,422,16.25,12,7,4,-0.1713,-0.3571,0.2377,-0.3971,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,366.7837,422,15.5,16,NA,4,0.9668,0.0127,0.6019,1.314,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,428.6217,614,15.67,6,NA,NA,-2.3111,-1.9715,-0.582,-2.1007,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,272.9892,825,16.08,16,NA,NA,1.2686,-0.2704,-0.0424,0.7628,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,586.8505,422,15.33,16,NA,3,1.0146,0.7546,-2.7124,-0.6587,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,567.6252,422,15.33,14.5,8,2,0.8933,-0.2704,0.6499,0.7628,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,665.5862,493,15.25,16,8,1,0.5093,2.6131,0.871,0.7628,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,285.5621,422,15.25,16,10,3,0.3552,-0.0537,-0.8408,1.314,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,410.6829,422,15.92,16,10,3,1.0622,0.2694,-2.7124,-0.7857,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,322.7263,156,15.5,16,NA,6,1.2132,0.0127,-0.4825,-1.1053,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,457.379,422,15.25,16,6,2,0.257,0.638,-2.7124,-1.1053,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,485.898,422,15.33,16,7,6,0.0487,-1.1538,-0.0424,0.7628,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,414.2482,422,15.75,16,10,3,0.7045,-0.1904,-2.7124,-2.7106,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,302.4039,422,15.58,14.5,10,3,0.6515,-0.2008,NA,1.314,28,0.8242,0.7566,52,9.2885
Israel Hebrew Secular,408.9982,422,15.17,14.5,10,3,-0.5051,-1.1538,-0.0424,0.1924,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,433.2604,422,16,12,4,3,-0.9263,-0.4622,2.0345,0.481,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,644.4525,422,16,12,10,3,0.8921,0.7789,1.3671,-0.2023,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,232.2457,422,15.58,16,9,4,0.5796,1.2316,0.871,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,604.9781,614,15.42,14.5,10,1,0.7173,2.6131,-0.1836,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,348.7908,422,15.67,12,8,4,-0.5608,NA,-0.0424,-0.0037,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,413.8409,422,15.92,16,NA,2,0.9396,0.0127,-0.0424,-1.1481,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,219.1737,999,15.58,NA,9,NA,NA,NA,NA,NA,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,342.5322,493,15.75,16,NA,0,0.7372,-0.4423,1.3671,-0.7769,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,303.7915,171,15.17,16,5,NA,NA,-0.1904,NA,NA,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,487.5202,422,15.58,12,6,NA,-0.2933,-0.9016,2.0345,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,285.0675,493,15.83,NA,NA,NA,NA,NA,NA,NA,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,567.6707,422,15.92,16,10,2,0.9001,-1.1285,2.0345,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,683.139,422,15.42,12,9,4,-0.2486,0.2694,-0.0652,0.4394,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,481.8956,422,15.25,12,NA,1,0.215,NA,0.871,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,598.7112,422,16.08,16,NA,3,1.3318,0.2641,2.0345,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,460.9029,422,15.92,16,4,1,0.7029,1.2316,2.0345,-0.9112,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,404.9954,422,15.5,12,NA,1,-0.7903,-0.7215,-0.8922,0.7628,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,514.1486,422,15.92,14.5,10,3,0.4059,-0.4399,2.0345,0.7628,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,451.0075,422,15.75,12,8,4,-0.9957,-0.6896,-0.1693,-0.2023,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,477.6648,422,15.92,16,6,NA,0.9064,-1.352,-0.0424,-0.2023,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,429.64,422,15.83,14.5,8,5,0.4191,-0.2875,-1.0963,-0.2023,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,404.4137,422,15.83,12,NA,4,-0.2609,-1.1285,0.8946,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,415.9431,999,15.25,16,6,NA,NA,NA,NA,NA,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,395.4805,422,15.75,16,7,5,0.3325,-1.0699,0.627,-2.7106,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,411.824,422,15.33,16,9,3,-0.7031,-0.4183,-1.0331,0.1597,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,350.2211,422,15.42,12,3,2,-1.6195,NA,-0.5561,-0.5973,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,440.1634,422,15.58,12,7,3,0.7058,-1.4882,-0.0424,-0.2023,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,263.0985,422,15.58,9,10,NA,-0.1422,-0.1119,2.0345,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,415.9435,422,15.33,12,1,NA,0.3418,-0.2704,-0.7049,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,481.9719,422,15.5,14.5,5,5,0.2583,1.3468,0.9639,-0.6783,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,413.6361,422,15.92,12,NA,4,-0.9792,-0.2417,0.7843,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,337.1933,422,15.33,16,8,6,0.9306,NA,-0.0424,-1.1481,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,554.0066,422,15.75,12,10,4,-0.8097,-0.9016,-0.2846,-0.2023,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,420.0094,422,15.75,3,8,NA,-2.4697,1.5998,2.0345,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,412.7387,422,15.83,14.5,NA,1,0.0386,-0.2406,0.2108,-0.7475,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,545.126,422,15.92,16,7,5,0.7403,1.3468,0.5156,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,304.3854,422,15.5,16,NA,3,1.4229,0.1847,2.0345,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,471.4878,999,15.17,9,10,NA,-0.7158,-0.3724,NA,-0.0348,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,407.037,422,15.25,NA,5,3,NA,-0.9223,-1.0963,-0.8998,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,573.593,422,15.67,16,NA,4,1.5894,0.2641,2.0345,1.314,33,1.872,1.7368,71,17.5352
Israel Hebrew Secular,485.8967,422,15.25,14.5,9,4,0.6425,-0.8407,0.2108,-1.7949,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,460.9321,422,15.83,12,7,NA,-0.7999,1.7513,-0.5561,1.314,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,484.5412,422,15.33,16,3,3,1.3265,2.0787,-0.0424,1.314,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,614.6632,422,15.92,16,6,3,1.1024,1.7513,-1.0963,-1.1481,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,449.8379,422,15.5,16,10,3,0.6759,-1.4526,-2.7124,-0.8154,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,586.9815,422,15.58,16,7,3,1.2757,-0.5437,0.4922,0.385,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,537.7567,422,15.25,16,6,3,1.0211,-0.7215,-0.1907,-1.7418,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,586.2599,422,15.25,16,10,3,1.1752,-0.3068,0.0873,-0.4377,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,509.9561,313,16.08,16,10,4,0.784,1.0123,0.6019,0.4522,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,531.8699,422,15.75,16,7,3,0.5442,-0.5262,-1.1471,-0.5663,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,642.1031,422,15.25,16,7,3,0.6877,-0.4081,-0.3031,-0.3673,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,572.8577,422,16.17,16,4,3,0.5814,1.5998,-0.5148,-1.7949,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,525.2005,422,15.83,16,8,2,1.2637,-0.7215,-0.977,1.314,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,381.6715,422,15.83,16,2,NA,0.9115,-1.4526,-1.2447,-2.7106,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,559.4489,422,15.67,16,5,5,0.4881,0.3171,-0.6541,-1.3345,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,511.2496,422,15.92,16,8,4,1.2344,0.1984,-0.2639,-0.7475,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,470.6214,422,16.25,16,8,5,0.4591,-0.1327,-0.0174,-0.2023,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,738.2645,422,15.33,16,6,NA,1.045,2.6131,-2.1357,-0.2023,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,580.4605,422,15.67,16,7,NA,0.5119,1.2316,-2.7124,-1.7418,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,591.0786,422,15.67,16,9,4,0.9002,0.3252,-0.9884,-0.5088,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,665.6438,422,15.33,12,8,4,0.0593,-0.2704,-2.7124,-1.1284,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,645.819,422,15.67,16,10,5,0.4771,-0.5262,0.9374,-1.6031,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,625.1135,422,15.83,16,8,NA,1.3959,-0.0872,0.6429,-0.9734,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,482.7104,422,15.67,16,5,NA,0.7983,-1.4526,-2.7124,-0.3971,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,263.3185,171,15.92,16,1,1,-0.2976,-0.1384,-1.0356,-0.2327,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,593.4773,422,16,16,6,5,1.177,1.5998,-0.8051,-0.2023,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,581.8904,422,15.75,16,7,5,1.4648,-0.1542,-2.7124,-1.1176,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,530.6108,422,16.17,16,8,NA,1.2569,0.0127,-2.7124,-1.6031,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,391.757,422,16.08,16,3,4,0.7758,-1.0562,-2.7124,-1.1481,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,598.0084,422,15.75,16,4,6,1.1009,0.3568,-2.7124,-0.3673,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,526.403,422,15.42,16,5,2,0.9215,-1.2321,-2.7124,-0.5575,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,465.8967,422,15.58,12,5,4,-0.689,-0.6362,2.0345,-0.9422,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,514.0663,422,15.75,16,8,4,1.0178,-0.3008,-0.582,-1.6031,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,532.9636,422,15.25,16,NA,4,0.6173,-1.4526,-0.733,-1.0726,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Secular,472.6059,422,15.25,12,8,3,0.0929,0.0127,0.4922,0.385,28,-0.1953,0.0574,93.5,11.5294
Israel Hebrew Religious,540.4103,422,16,16,8,NA,0.6292,0.2363,-1.0963,-0.7857,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,533.2161,422,15.58,16,10,4,0.8073,0.9908,-0.582,-0.4377,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,310.0136,422,15.83,14.5,9,3,0.0821,-0.6714,-1.5262,0.385,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,524.8124,422,15.75,14.5,9,3,0.4321,-0.1175,-0.6495,-0.6262,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,518.8372,422,15.58,16,7,1,0.3119,-1.7421,-1.0963,-1.1481,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,545.3304,422,15.5,12,10,3,-0.4262,-1.793,0.5818,0.298,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,385.4894,422,15.5,12,1,3,-0.49,-2.7114,-0.0424,-1.3583,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,290.1746,422,15.67,14.5,5,3,0.3711,-0.0376,1.0294,1.314,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,538.2553,422,15.25,14.5,10,NA,-0.1336,-0.4754,-1.0109,0.7015,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,502.4966,422,15.58,16,6,NA,-0.8073,-0.6483,-2.7124,-2.7106,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,389.9763,422,16,14.5,8,3,0.1246,-1.557,-1.0963,1.314,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,417.3715,422,15.75,16,8,5,-0.1499,-0.1119,-1.8167,1.314,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,274.1874,422,16,14.5,8,3,-0.0911,NA,NA,NA,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,341.145,422,15.83,16,6,NA,0.232,0.3171,-0.0424,-0.0771,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,496.8028,422,15.33,NA,10,3,-1.2852,0.7942,0.1115,1.314,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,537.4554,422,15.67,16,7,2,0.1192,-1.3214,-1.3074,-1.017,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,460.604,422,15.75,12,9,NA,-0.301,0.8418,-1.1695,-0.6262,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,332.6171,422,15.58,12,5,3,-1.7475,-0.0176,-1.0963,-0.2023,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,388.5158,422,15.33,12,10,NA,-0.6924,-0.6185,0.6429,0.385,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,216.6254,313,15.5,6,7,NA,-1.1398,0.2493,0.6261,-1.017,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,416.1202,422,15.75,12,10,NA,-0.3766,0.3781,-0.0424,-1.1481,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,449.6222,422,15.33,16,8,3,-0.1618,-0.4042,-0.5619,-0.9734,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,556.2334,422,15.67,12,10,NA,-0.2178,-0.9016,-0.4003,-0.013,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,451.8104,422,15.92,12,5,4,0.1463,-2.7114,-2.7124,0.481,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,340.2897,422,15.42,16,7,NA,0.3877,NA,-0.0424,-0.7161,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,543.0719,422,16,16,10,NA,0.4352,-0.9873,-0.0174,0.6259,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,335.521,422,16.08,16,8,3,0.7787,0.0127,-2.7124,1.314,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,214.9,500,16.17,16,10,NA,0.926,-0.6896,-2.0663,1.314,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,509.3579,422,15.92,16,8,NA,-0.2809,-1.2627,-0.2639,0.6259,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,242.1769,422,15.33,12,10,NA,-1.1058,0.7031,-0.9389,-0.2023,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,446.2542,422,15.67,14.5,8,5,-0.4516,0.2641,-2.7124,-0.6176,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,367.4976,422,16.08,16,7,3,0.4318,-0.2052,0.4922,0.0483,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,413.6486,422,15.75,16,6,3,1.1458,-0.1042,-0.3031,-0.2023,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,450.5202,422,15.25,12,8,4,-0.3136,-0.9016,-0.4003,-0.7074,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,559.8059,422,16,16,9,NA,0.2977,0.9737,-0.0424,0.7628,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,365.7606,422,15.5,NA,8,NA,NA,-0.4586,-1.0614,-1.7418,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,426.4578,171,15.83,9,7,3,-1.8265,-0.2704,-1.3222,-0.2023,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,453.8918,422,15.67,12,9,NA,-0.5055,-0.5656,-2.7124,1.314,23,NA,NA,42.5,10.5647
Israel Hebrew Religious,602.537,422,16.17,12,9,4,-0.1891,-0.7077,-0.0424,-0.9422,23,NA,NA,42.5,10.5647
Israel Hebrew Secular,509.9823,422,15.92,14.5,10,4,0.7627,-2.7114,0.2377,-1.1481,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,575.7349,422,15.42,12,NA,NA,-0.0207,0.5915,-1.5763,0.2148,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,628.1593,422,15.5,16,7,3,0.7359,-1.4882,0.1863,-0.5284,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,432.3267,422,15.67,14.5,5,1,0.8238,-0.1119,-2.7124,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,578.6868,422,16,16,9,3,0.8771,-0.2406,2.0345,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,685.9947,422,16.17,16,10,3,0.9874,0.638,-0.0424,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,534.1633,422,15.42,16,NA,NA,0.9133,-0.4081,-0.0424,-0.0037,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,630.535,422,16,16,10,4,1.1229,0.3048,0.579,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,614.3902,422,15.67,16,9,5,0.7898,0.5223,-0.417,-0.3673,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,460.8425,422,16,12,8,NA,-0.5402,0.8418,-0.5561,-1.017,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,500.3742,422,16,16,7,3,0.6022,-0.1707,0.9134,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,699.5433,422,15.83,16,9,3,1.13,2.6131,2.0345,-0.0037,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,525.6689,422,15.83,16,8,3,0.9184,-0.5753,0.4922,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,563.8669,422,16,16,10,NA,1.1212,0.8628,-0.0652,-0.2023,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,594.5064,493,15.92,12,6,3,0.3009,2.6131,0.871,-0.8266,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,460.5975,422,15.42,16,NA,3,0.3209,1.2159,-1.0963,0.4394,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,648.3936,422,15.83,16,10,3,0.6851,1.3752,1.3671,-0.2023,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,592.9087,422,15.42,16,10,3,0.8436,1.5482,1.1945,-0.7475,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,565.0104,313,16.08,16,7,NA,0.5194,0.0797,2.0345,-1.3345,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,548.3597,422,15.5,12,10,3,-0.6264,-2.7114,2.0345,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,643.0797,422,16,14.5,8,2,0.9753,2.6131,-0.0424,-0.2023,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,587.6383,422,15.25,16,8,1,0.2689,0.2694,-0.2058,-1.1481,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,599.479,614,15.25,16,9,NA,1.1113,0.2694,1.3671,0.6259,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,527.5971,422,15.83,16,8,3,0.6939,-1.6062,-0.7289,-1.3345,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,636.5496,422,15.92,16,NA,4,0.6713,0.0127,-0.163,-1.1965,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,398.489,422,15.5,12,8,4,-0.3551,-0.4389,0.871,-1.7418,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,500.9987,422,15.92,12,6,3,-0.8473,-1.352,2.0345,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,651.1523,614,15.42,16,9,1,0.9062,1.7513,-0.4667,-0.6262,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,649.3375,422,15.42,16,NA,3,0.4603,1.2316,0.2108,-0.1719,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,597.1993,422,15.42,16,10,5,0.7125,0.638,1.1945,-1.7949,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,495.8639,422,15.33,12,7,3,-0.8418,-1.2321,1.2471,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,349.4334,422,16.25,14.5,8,2,0.013,-0.0841,0.396,-1.415,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,674.9173,422,15.75,14.5,8,3,0.6959,0.228,1.1945,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,640.859,422,16.08,12,9,NA,0.6875,-2.7114,2.0345,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,501.2967,422,16,16,8,3,0.6677,-2.7114,0.627,-1.8485,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,611.7456,422,16.17,16,7,4,0.4661,-0.7553,0.2377,-1.371,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,654.5827,422,16,16,6,NA,1.0993,0.804,0.0215,-2.7106,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,543.2385,422,15.58,14.5,10,3,0.1543,-1.0727,2.0345,-0.2023,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,584.2929,422,15.25,16,10,3,0.84,0.2641,-0.0424,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,520.2865,422,15.58,16,8,3,0.1207,1.6946,2.0345,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,704.5356,422,15.25,16,9,NA,0.1826,-0.5656,0.4922,-0.4377,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,472.33,422,15.5,14.5,9,3,-0.141,0.3568,-0.0424,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,556.9624,422,16,16,10,NA,0.134,0.8628,2.0345,-0.4082,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,585.9804,156,15.25,12,8,3,0.283,-0.5262,0.5156,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,667.8693,422,15.75,16,7,5,0.6543,0.9011,2.0345,1.314,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,569.7342,422,15.67,16,10,5,1.5233,-0.2584,2.0345,-0.5973,38,0.592,0.0888,92.5,12.3027
Israel Hebrew Secular,542.0438,422,15.58,16,9,1,1.6037,-1.1538,-0.582,-1.5925,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,663.7509,422,15.5,16,9,3,1.2205,-0.339,1.1945,1.314,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,620.2207,422,15.75,16,10,NA,0.8737,-1.3214,-1.0963,1.314,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,618.9171,422,15.58,16,8,4,0.8433,-0.7215,-0.3697,-0.5886,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,575.2874,422,15.5,16,NA,NA,0.5257,0.0127,1.1844,-0.5488,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,546.6115,422,15.75,NA,8,NA,-0.0458,1.7513,-1.5763,-0.7475,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,695.5226,422,15.75,16,8,3,1.1514,1.5482,-0.8654,0.7628,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,541.5245,422,15.92,16,9,0,0.9995,-0.1042,-0.0424,-0.4377,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,616.0459,422,15.67,16,8,3,1.1548,-1.1538,1.4022,-0.2023,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,576.0442,422,15.58,16,8,NA,1.3726,-1.1538,-1.5598,-0.909,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,567.0316,422,15.5,16,9,NA,0.8818,-0.9016,0.2108,-1.381,33,0.8307,0.2956,126,10.9762
Israel Hebrew Secular,574.3068,422,15.58,16,10,4,1.1881,-0.5831,1.3671,-0.8176,33,0.8307,0.2956,126,10.9762
