System,PVREAD,LANGN,AGE,PAREDINT,EFFORT1,DURECEC,ESCS,JOYREAD,DISCLIMA,TEACHSUP,CLSIZE,STAFFSHORT,EDUSHORT,TOTAT,STRATIO
Israel Hebrew Secular,587.7097,422,16,16,10,4,1.1007,0.0127,-1.0963,1.314,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,458.7574,422,15.33,16,9,NA,-0.0418,-2.7114,-0.3697,-0.1719,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,567.5432,422,16.08,12,9,4,0.2775,-0.3875,-0.582,0.298,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,471.6693,422,15.5,16,7,2,0.9659,-0.7029,0.2295,-0.2023,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,659.6406,422,15.75,16,8,2,0.7637,0.5572,0.4922,-0.7475,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,693.0465,422,15.42,16,7,2,0.9137,0.5935,-0.3697,-0.7366,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,548.3926,422,16.08,16,8,NA,0.393,-0.7215,0.2108,0.2485,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,635.0092,422,16.17,16,10,4,1.1595,1.7513,-0.7049,1.314,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,532.1514,422,15.67,16,8,2,1.1354,0.0127,-0.0424,0.4394,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,632.8838,422,15.67,14.5,10,3,1.4302,-0.6532,-0.0424,-0.1719,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,729.8522,422,16,16,NA,3,0.8749,2.0787,-1.0963,-0.2744,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,520.5099,422,15.75,12,7,4,0.6852,-0.2879,-1.0738,0.7015,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,612.2366,422,16.08,16,9,2,0.687,1.5482,-0.0424,1.314,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,324.9314,156,15.67,16,10,NA,-0.7895,-0.8176,-1.7188,1.314,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,620.7433,422,15.67,12,7,4,-0.1498,-0.8211,0.6019,0.7015,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,471.2279,422,15.5,16,8,3,0.6938,-0.8176,-0.0424,0.7628,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,509.9822,422,16.25,16,10,3,0.8401,-0.5437,-0.8179,0.481,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,623.7109,422,15.5,16,7,1,1.1728,-0.1241,-0.7909,-0.0862,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,621.904,422,16,16,10,2,1.1338,0.3171,-0.7909,0.1694,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,541.8947,422,16,16,10,3,1.1243,0.3171,-0.5664,-0.9828,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,601.1755,422,16.08,16,8,3,0.6139,-0.8812,0.2108,1.314,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,554.5611,422,15.67,14.5,9,3,-0.2085,0.2694,-0.4003,1.314,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,706.0261,422,15.92,16,9,3,0.479,-0.8176,-0.733,-0.3882,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,522.2105,422,15.75,16,7,NA,1.3553,0.2694,-0.0424,-1.3345,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,545.9602,422,15.75,14.5,8,3,0.9466,-2.7114,-0.4995,0.2485,38,1.5435,0.1,60,10.4167
Israel Hebrew Secular,463.4774,614,15.92,16,8,NA,0.8235,0.8628,2.0345,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,271.8439,614,16,NA,6,NA,-1.3461,-0.7077,-0.8307,-0.0037,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,368.2733,614,15.25,14.5,7,NA,-0.5615,0.0127,-1.2304,-1.1481,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,272.2162,614,15.5,16,4,3,0.5611,-1.9715,-0.0424,0.7628,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,434.5661,614,15.92,14.5,10,3,0.5219,0.1499,0.5077,0.6259,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,552.2546,422,15.92,16,8,NA,0.8248,-0.2704,0.4922,-1.555,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,348.7168,999,15.67,NA,4,NA,NA,NA,NA,NA,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,459.876,614,15.42,12,10,2,0.1156,0.0127,-0.0424,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,267.5923,422,15.67,16,8,5,-0.2269,0.26,-1.0963,-0.9082,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,598.998,422,15.25,12,9,3,0.0523,0.9011,-1.2537,-0.0348,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,361.2679,422,15.25,12,8,3,-0.4129,0.1372,-1.3222,-0.0348,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,487.1674,614,16,16,6,2,0.4444,-1.0789,-0.9523,-0.6573,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,290.8264,614,15.42,16,10,NA,-0.2922,0.1984,2.0345,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,314.227,422,15.58,14.5,3,2,-0.1881,-0.7029,-0.9514,-0.8474,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,649.9818,614,16,14.5,8,3,0.3984,0.5572,-0.6646,-0.7562,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,379.6718,422,16,16,7,2,0.4726,-0.4591,-0.5964,0.7015,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,458.1512,422,15.67,16,NA,4,0.2341,0.2694,0.2377,-1.1481,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,361.9744,422,16.08,16,10,3,2.7732,0.2641,2.0345,-2.7106,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,546.5707,614,15.5,16,9,NA,1.0039,-0.1042,-0.4667,-0.2023,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,281.6041,422,15.83,12,8,3,-1.4757,-0.1162,-2.7124,0.6259,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,353.5233,422,16.08,12,3,3,-1.1753,-0.6714,-0.6495,-0.3673,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,450.1231,422,15.58,12,NA,NA,-1.0004,-0.3408,-0.2639,-1.1481,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,331.2589,500,15.33,9,3,NA,-2.0265,-0.0024,-0.7696,-0.5973,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,524.3108,422,15.92,16,5,NA,0.4153,-0.2406,0.2377,-0.5886,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,368.7264,422,16,16,NA,NA,-0.0475,-1.0796,2.0345,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,554.6282,422,15.5,16,8,2,1.3909,0.2641,0.5571,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,483.146,614,16,16,8,3,-0.1531,0.9011,0.9134,-0.8176,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,277.1126,999,15.5,NA,2,NA,NA,NA,NA,NA,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,591.6182,422,15.58,14.5,6,3,0.2615,0.3568,0.2108,0.385,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,411.9108,500,15.83,12,NA,3,-1.0124,0.7178,-0.3697,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,528.1575,614,16.08,14.5,10,NA,0.26,0.7546,-0.2846,-1.1481,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,319.3101,999,15.5,NA,NA,NA,NA,NA,NA,NA,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,594.1321,422,15.42,12,6,3,0.2566,-0.4556,0.2108,-0.2023,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,505.2972,422,16,12,10,2,-0.7158,0.1499,0.7767,-0.2023,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,524.8405,500,16.17,12,9,4,-0.362,-0.9395,0.4922,-0.2023,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,427.3238,156,15.92,12,3,1,-0.949,0.2641,-0.0271,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,435.6066,614,15.58,12,7,2,-0.9543,1.5482,-0.0424,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,623.039,422,15.58,12,10,4,0.1356,1.0123,-0.2846,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,661.8415,422,15.75,12,10,3,-0.6553,1.6946,-0.6242,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,502.2383,614,15.67,12,NA,4,-1.0037,0.1851,-0.8179,-0.2023,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,489.259,422,15.58,12,10,NA,-0.6746,0.8628,-0.8179,-1.3345,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,263.7111,500,16.08,16,1,2,1.067,-0.5091,-0.0424,-1.1481,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,620.9297,614,15.33,16,7,3,0.8582,1.0123,-0.5708,-1.6385,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,406.8235,422,15.92,16,NA,2,0.3941,-0.4081,0.4922,0.7628,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,595.1204,614,15.58,12,8,NA,-0.1222,2.6131,0.2377,1.314,18,0.5957,-1.4212,40,7.375
Israel Hebrew Secular,535.9675,422,15.67,16,8,NA,1.5096,-0.1042,0.0873,-1.5103,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,564.8744,422,15.5,14.5,10,3,0.1657,-0.2704,2.0345,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,418.8994,422,15.67,16,10,2,1.112,0.2363,0.6019,-0.7366,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,342.8434,422,15.67,12,5,5,0.1069,-0.224,-2.5123,-0.9514,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,521.9587,422,15.67,16,5,5,0.2239,-0.9873,-0.0424,-1.3345,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,240.9915,313,15.5,12,NA,NA,0.7058,NA,NA,NA,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,406.4262,422,15.67,12,10,3,-0.2446,0.3568,2.0345,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,609.1691,422,16.17,14.5,10,3,1.2022,0.5385,0.3529,-0.9852,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,554.3012,422,15.67,12,10,NA,-1.0109,1.0123,0.4922,-0.8998,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,433.272,422,15.83,16,8,4,0.4756,-0.8016,1.4022,0.7628,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,608.6929,614,15.42,14.5,10,3,0.5896,-0.8407,0.6019,0.7015,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,380.837,422,15.75,12,6,NA,0.0667,-0.6185,-0.0424,-1.1481,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,495.1262,422,15.5,14.5,10,2,-0.0101,-1.0789,1.2471,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,564.4028,422,16,12,10,NA,-1.2657,-2.7114,-1.0963,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,443.1537,422,15.33,16,8,4,-0.0481,-0.6185,0.871,-2.0248,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,404.35,422,15.83,12,9,1,-1.1168,-1.4526,-0.0424,-1.1481,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,591.0429,614,16.08,16,10,1,0.6672,0.4493,0.7843,-0.7074,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,577.2617,422,15.25,16,10,4,0.4519,-0.3571,1.4424,-0.5886,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,509.5007,422,16.17,12,7,2,0.1248,-0.7077,0.2108,-1.1176,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,587.6761,422,15.5,16,9,4,1.5677,0.8628,-0.0424,-1.6385,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,575.9022,422,15.58,16,10,4,1.246,2.6131,0.6911,-0.2441,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,443.1438,422,15.83,12,10,5,-1.1619,-0.9016,-0.5708,-0.4377,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,539.1346,422,16.17,16,9,3,1.2862,0.3568,0.9207,-0.3673,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,583.3647,422,15.5,16,8,NA,0.5197,-0.3875,2.0345,-0.0037,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,635.1807,422,15.75,12,9,3,-0.2411,0.0127,1.0832,-0.0037,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,553.9919,422,15.75,14.5,6,3,0.0955,0.4627,0.9374,0.7015,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,435.5265,422,16.08,16,10,3,0.3609,-1.0727,-2.7124,-0.9422,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,448.3777,422,16,14.5,6,3,-0.0579,-0.6146,0.871,-0.1605,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,529.3843,422,15.33,12,9,2,-0.9508,-1.012,0.3529,-0.2116,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,540.8599,422,16,12,10,NA,-0.7549,-0.5244,2.0345,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,614.1729,422,16,14.5,7,3,0.2586,-0.5419,0.627,-0.6371,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,479.0859,422,15.42,12,8,NA,-0.273,-0.6185,-0.1698,-0.9948,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,661.1597,422,15.67,12,9,3,0.0071,0.0127,0.2108,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,495.7978,422,15.67,12,8,3,-0.117,-1.1538,0.2108,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,442.0928,614,16.08,14.5,6,1,-0.6061,-0.7261,1.0832,-0.2023,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,593.4397,422,16.08,12,8,3,-1.0931,-1.3214,0.871,-0.6176,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,401.1648,422,16.17,14.5,7,3,0.652,-1.4882,-2.7124,-0.2023,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,534.259,422,15.25,12,9,4,-0.842,-0.7215,2.0345,0.4522,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,402.712,422,15.67,16,10,2,0.9609,-0.2941,2.0345,0.7628,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,579.5087,422,15.33,12,6,2,-0.5589,-1.7421,2.0345,1.314,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,530.4465,614,15.58,16,NA,1,0.6709,-0.5262,-0.4662,0.7628,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,321.6276,422,15.25,12,9,2,-0.2523,-1.0322,-0.6009,0.7628,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,473.2509,422,15.25,12,9,4,-0.202,-1.0322,-1.0963,-1.4486,28,1.0953,0.7857,89.5,12.9721
Israel Hebrew Secular,560.1321,422,15.42,12,NA,NA,-0.4774,-2.7114,-0.3031,-0.3971,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,580.0553,422,15.5,16,7,3,1.5681,-0.2704,-0.3697,-0.1719,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,666.7236,422,16.17,14.5,5,3,0.7198,1.2316,-0.2846,0.6259,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,436.945,422,16.17,16,NA,NA,1.2254,0.0127,-0.2846,-0.5973,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,497.5963,422,15.75,16,3,3,0.9771,-0.9016,-0.0424,-1.1481,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,564.5107,422,16.08,16,9,NA,1.2051,0.0995,-0.6495,-0.4869,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,602.2036,422,15.83,16,9,1,0.9748,0.1816,0.5156,0.0703,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,446.9866,422,15.42,16,10,1,1.1783,0.0127,-2.0663,1.314,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,577.9277,422,15.67,16,9,3,1.3989,0.0127,2.0345,1.314,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,531.9322,422,15.83,14.5,6,NA,-0.291,0.3568,-0.669,-1.1176,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,591.403,422,16.08,16,9,3,1.516,-0.5656,2.0345,-1.5925,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,517.9267,422,15.67,14.5,5,4,0.3508,0.9011,0.3529,1.314,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,539.6092,422,16.25,12,8,2,0.3729,-0.9016,-2.1357,-1.1077,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,553.5098,422,15.33,16,9,3,1.1199,0.5572,0.9134,-0.013,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,624.0711,614,15.83,16,8,3,0.4282,0.1984,0.396,-1.1481,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,411.0426,999,15.33,16,7,2,0.1477,-0.5656,-1.5763,0.4522,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,444.2263,422,15.42,14.5,6,2,0.8797,-0.2039,0.2108,-0.9422,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,530.2973,422,16.17,16,7,2,0.8135,-0.9016,0.7767,0.6259,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,531.7491,422,16.08,16,8,2,0.9015,0.0995,0.5409,-1.1176,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,614.2172,422,15.5,16,7,4,0.8238,-1.4526,-0.0424,-0.7074,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,554.196,422,15.92,16,6,3,1.4526,-0.8775,1.0832,-1.1965,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,654.2046,422,15.67,16,7,2,1.2888,0.5935,0.871,-1.1965,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,477.4886,422,15.33,12,8,2,0.2807,-0.2021,-0.0424,-1.415,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,541.1664,422,15.67,12,10,2,0.0152,-0.7215,-1.5763,1.314,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,509.6265,422,15.33,16,9,2,1.0635,0.4627,0.9639,0.3485,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,361.4647,422,15.58,12,3,NA,-0.0021,-0.2704,-0.0424,-1.1176,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,610.2683,422,15.5,16,7,2,0.3863,-1.9715,-0.5561,-0.5575,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,393.7162,422,15.25,16,9,2,0.9753,-1.1538,-0.3697,0.7628,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,473.4842,422,15.33,14.5,8,3,0.86,0.523,1.2471,0.481,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,462.4412,422,16.17,12,7,NA,-0.3817,0.3201,-0.0424,-1.3345,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,610.4233,422,16.17,16,10,2,0.2581,-0.2704,0.396,-0.5973,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,612.0278,422,15.92,16,9,3,0.8664,2.6131,-0.5561,-1.5103,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,468.1037,422,15.42,16,8,2,1.1137,-0.511,1.4022,1.314,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,266.2671,422,16.17,12,5,NA,0.0603,-1.1285,2.0345,-0.7857,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,545.1658,422,15.83,16,10,4,-0.0054,-0.7077,0.2377,-1.1481,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,331.9666,999,15.92,12,8,NA,-0.5084,NA,NA,-2.7106,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,393.1772,422,15.83,16,9,3,0.8387,-1.3532,1.3671,1.314,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,482.4442,422,15.67,14.5,10,2,0.4894,1.062,-0.0424,-1.1481,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,664.4179,422,16,16,8,3,1.1127,0.638,-0.0424,-0.0348,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,567.3233,422,15.75,16,4,2,0.7976,-1.1538,0.2108,-0.7769,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,628.1804,422,16,16,8,3,0.2665,0.6934,-0.0424,-0.2023,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,437.9273,422,15.58,16,9,NA,0.8906,-0.6146,0.2108,-1.1481,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,623.0996,422,15.67,16,9,2,0.9058,0.5572,-0.4995,-0.5973,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,685.0888,422,15.42,16,8,3,1.0608,0.4627,-0.5561,-0.3971,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,558.3364,422,15.33,16,6,3,0.7526,-0.5262,-0.0424,-1.5447,33,0.43,0.2681,105,10.4
Israel Hebrew Secular,577.8888,422,16.08,14.5,9,3,0.1457,-0.2204,0.3529,0.6259,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,499.0345,422,15.33,16,8,3,1.4457,2.6131,0.6499,-0.4377,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,660.2112,422,16.08,16,NA,2,1.2757,1.3468,1.2471,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,632.7083,422,15.92,16,NA,3,1.1366,0.9034,1.0573,0.385,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,488.4662,422,16.08,16,NA,2,1.0552,-1.2321,-0.7696,-1.3345,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,625.2543,422,15.92,14.5,10,4,0.5745,1.2316,-0.3697,-0.3673,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,343.0901,422,15.42,16,8,5,-0.6033,NA,0.871,-0.4289,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,471.2801,313,15.25,12,7,3,0.3875,0.6575,0.2108,-0.6965,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,501.5989,422,16.08,12,9,5,-0.181,-1.1538,0.3196,-1.3583,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,625.5959,422,15.83,16,8,3,1.2282,-0.5262,0.1863,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,625.8201,422,15.5,16,NA,4,0.668,0.0127,-0.4667,-0.5575,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,628.9151,422,15.92,16,4,3,0.3478,-0.9016,-0.6633,-0.1719,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,630.858,422,15.67,16,9,4,0.9416,0.5572,0.9207,0.2485,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,565.6752,422,15.42,16,NA,3,0.9563,-0.7595,0.7767,-0.4377,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,545.0656,422,15.67,16,7,3,0.9213,-0.4556,2.0345,-0.2023,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,632.0162,422,15.75,16,7,2,0.8549,-0.1042,2.0345,-0.3673,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,397.3324,422,15.67,16,5,2,0.5928,-1.4882,0.627,-1.1176,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,530.8009,422,15.25,16,8,3,0.5801,-1.1285,-0.5561,0.3995,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,449.0466,422,16,16,8,2,0.7316,-0.224,0.6499,0.7628,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,572.5713,422,15.67,16,NA,4,1.3073,0.638,2.0345,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,560.9058,422,16.25,12,7,4,-0.1348,-0.224,-0.5964,-1.1481,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,608.8356,422,15.5,16,NA,NA,0.8704,-1.0555,-0.7565,-0.1605,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,433.0433,422,15.83,16,NA,5,0.8178,-1.9715,0.2377,-0.0037,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,389.5176,422,15.83,12,6,NA,-0.4232,0.0127,-0.0424,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,561.9256,422,15.25,16,8,5,0.9382,-0.6311,-0.9514,-0.5284,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,396.0891,422,15.33,12,5,4,-0.2869,-1.4882,0.4922,0.7628,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,488.4167,422,15.58,12,9,5,-0.6216,-0.9655,-0.0652,-1.7949,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,274.6028,999,16.17,NA,6,NA,NA,NA,NA,NA,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,603.2055,422,16,16,8,5,0.5869,0.4627,2.0345,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,447.3207,422,15.58,16,8,NA,0.8694,-0.1042,-0.5964,-1.1176,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,533.6213,422,15.67,14.5,NA,3,-0.2468,-1.9715,2.0345,-0.7769,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,479.5618,422,15.58,12,8,4,0.0624,-1.1285,-0.0424,-1.1481,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,637.0268,422,15.58,16,9,4,1.0311,1.0123,-0.3031,-0.8692,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,405.0477,422,15.42,16,7,5,0.8087,-0.2952,2.0345,-0.2023,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,457.4528,422,16.17,12,8,5,-0.5581,-1.1538,1.3671,-0.9422,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,699.2927,422,16.08,16,10,2,1.3808,2.6131,-0.4995,1.314,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,601.8234,422,15.75,16,8,2,0.5837,-0.9016,0.7843,-0.0037,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,702.4544,614,15.25,16,9,NA,0.9571,0.5572,-0.6495,-1.3345,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,578.1526,422,15.83,16,7,4,0.7009,-1.9715,-1.0963,-1.415,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,611.9162,422,15.5,16,9,5,1.4233,0.3568,-0.0424,-0.3673,33,0.1964,-0.2376,NA,NA
Israel Hebrew Secular,578.2835,422,15.67,16,NA,3,0.8056,0.2493,0.2108,-0.3673,33,0.1964,-0.2376,NA,NA
